dataset,model,mu_log_beta,mu_hlogit_lambda,mu_kappa,tau_log_beta,tau_hlogit_lambda,tau_kappa,participant,beta,lambda,kappa,recorded_baseline_temperature,absolute_adapting_temperature,trial,absolute_target_temperature,choice_accuracy,active_interval
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,4,31.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,5,31.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,6,31.2,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,7,31,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,8,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,9,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,10,30.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,11,30.6,0,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,12,31,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,13,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,14,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,15,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,16,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,17,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,18,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,19,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,20,30.4,0,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,21,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,22,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,23,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,24,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,25,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,26,30.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,27,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,28,30.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,29,30.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,30,30,30.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,1,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,2,33.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,3,32.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,4,32.6,0,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,5,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,6,33.4,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,7,33.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,8,33.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,9,33,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,10,33,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,11,32.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,12,32.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,13,32.4,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,14,32.4,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,15,32.4,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,16,32.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,17,32,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,18,32,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,19,31.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,20,31.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,21,31.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,22,31.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,23,31.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,24,31.4,0,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,25,31.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,26,31.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,27,31.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,28,31.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,29,31.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,31,30,31.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,1,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,2,34.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,3,33.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,4,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,5,33.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,6,33.2,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,7,33,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,8,32.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,9,32.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,10,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,11,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,12,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,13,32.4,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,14,32.4,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,15,32.4,0,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,16,32.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,17,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,18,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,19,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,20,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,21,32.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,22,32.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,23,32.6,0,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,24,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,25,32.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,26,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,27,32.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,28,32.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,29,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,32,30,32.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,1,35.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,2,35.2,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,3,34.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,4,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,5,34.2,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,6,34.2,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,7,34,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,8,33.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,9,33.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,10,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,11,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,12,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,13,33.4,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,14,33.4,0,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,15,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,16,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,17,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,18,33.6,0,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,19,33.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,20,33.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,21,33.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,22,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,23,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,24,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,25,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,26,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,27,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,28,33.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,29,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,33,30,33.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,1,36.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,2,36.2,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,3,35.8,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,4,35.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,5,35.2,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,6,35.2,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,7,35,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,8,34.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,9,34.8,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,10,34.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,11,34.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,12,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,13,34.4,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,14,34.4,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,15,34.4,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,16,34.4,0,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,17,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,18,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,19,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,20,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,21,34.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,22,34.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,23,34.4,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,24,34.4,0,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,25,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,26,34.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,27,34.6,1,2
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,28,34.6,1,1
3,r,0.39620298034756,-2.67314097179904,-0.480033896659694,1.1003889433633,0.201617702434566,1.06496785626533,7,4.27831249445291,0.027982500215866,-0.760394460667019,32,34,29,34.6,1,1
