participant,baseline,adapting,task,trial,temperature,rating,confirmed,baseline_flag,target_flag,deviation_flag,recorded_temperature
22,31.4,29.4,0,10,29.3842426940874,0,1,0,0,0,29.3
22,31.4,30.4,0,1,26.4,27.6041666666667,1,0,0,0,26.3
22,31.4,30.4,0,2,26.4,24.4791666666667,1,0,0,0,26.3045454545455
22,31.4,30.4,0,3,26.4,15.1041666666667,1,0,0,0,26.3
22,31.4,30.4,0,4,26.4,11.9791666666667,1,0,0,0,26.3326086956522
22,31.4,30.4,0,5,30.2469887478354,0,1,0,0,0,30.2
22,31.4,30.4,0,6,30.2469887478354,0,1,0,0,0,30.2
22,31.4,30.4,0,7,30.2469887478354,2.08333333333333,1,0,0,0,30.2
22,31.4,30.4,0,8,30.2469887478354,0,1,0,0,0,30.2
22,31.4,30.4,0,9,30.2469887478354,0,1,0,0,0,30.2
22,31.4,30.4,0,10,26.4,9.89583333333333,1,0,0,0,26.3086956521739
22,31.4,31.4,0,1,27.4,20.3125,1,0,0,0,27.3
22,31.4,31.4,0,2,30.9013730674382,0,1,0,0,0,30.9
22,31.4,31.4,0,3,30.9013730674382,2.08333333333333,1,0,0,0,30.9
22,31.4,31.4,0,4,30.9013730674382,4.16666666666667,1,0,0,0,30.9
22,31.4,31.4,0,5,27.4,12.5,1,0,0,0,27.3
22,31.4,31.4,0,6,27.4,19.2708333333333,1,0,0,0,27.3
22,31.4,31.4,0,7,27.4,8.85416666666667,1,0,0,0,27.3
22,31.4,31.4,0,8,30.9013730674382,0,1,0,0,0,30.9
22,31.4,31.4,0,9,30.9013730674382,0,1,0,0,0,30.9
22,31.4,31.4,0,10,27.4,6.77083333333333,1,0,0,0,27.3
22,31.4,32.4,0,1,31.8088492677524,2.08333333333333,1,0,0,0,31.8
22,31.4,32.4,0,2,28.4,21.3541666666667,1,0,0,0,28.3
22,31.4,32.4,0,3,28.4,30.7291666666667,1,0,0,0,28.3
22,31.4,32.4,0,4,28.4,19.2708333333333,1,0,0,0,28.3
22,31.4,32.4,0,5,31.8088492677524,0,1,0,0,0,31.8
22,31.4,32.4,0,6,28.4,11.9791666666667,1,0,0,0,28.3
22,31.4,32.4,0,7,28.4,8.33333333333333,1,0,0,0,28.3
22,31.4,32.4,0,8,31.8088492677524,0,1,0,0,0,31.8
22,31.4,32.4,0,9,31.8088492677524,0,1,0,0,0,31.8
22,31.4,32.4,0,10,31.8088492677524,0,1,0,0,0,31.8
22,31.4,33.4,0,1,33.229848747295,1.04166666666667,1,0,0,0,33.2
22,31.4,33.4,0,2,29.4,21.875,1,0,0,0,29.3
22,31.4,33.4,0,3,29.4,24.4791666666667,1,0,0,0,29.3
22,31.4,33.4,0,4,33.229848747295,0,1,0,0,0,33.2
22,31.4,33.4,0,5,33.229848747295,1.04166666666667,1,0,0,0,33.2
22,31.4,33.4,0,6,29.4,7.29166666666667,1,0,0,0,29.3
22,31.4,33.4,0,7,29.4,10.9375,1,0,0,0,29.3
22,31.4,33.4,0,8,33.229848747295,0,1,0,0,0,33.2
22,31.4,33.4,0,9,33.229848747295,0,1,0,0,0,33.2
22,31.4,33.4,0,10,29.4,5.72916666666667,1,0,0,0,29.3
22,31.4,29.4,1,1,34.7456460532723,0,1,0,0,0,34.6
22,31.4,29.4,1,2,34.7456460532723,9.89583333333333,1,0,1,0,34.55
22,31.4,29.4,1,3,37.4,7.8125,1,0,0,0,37.2967391304348
22,31.4,29.4,1,4,37.4,15.1041666666667,1,1,0,0,37.2467391304348
22,31.4,29.4,1,5,37.4,2.08333333333333,1,1,0,0,37.3
22,31.4,29.4,1,6,37.4,10.9375,1,1,0,0,37.2521276595745
22,31.4,29.4,1,7,34.7456460532723,0,1,0,0,0,34.6
22,31.4,29.4,1,8,34.7456460532723,1.04166666666667,1,0,0,0,34.5913043478261
22,31.4,29.4,1,9,37.4,8.85416666666667,1,0,0,0,37.3
22,31.4,29.4,1,10,34.7456460532723,6.25,1,1,1,0,34.5588888888889
22,31.4,30.4,1,1,34.954714757244,2.08333333333333,1,0,0,0,34.9
22,31.4,30.4,1,2,34.954714757244,5.72916666666667,1,0,0,0,34.8565217391304
22,31.4,30.4,1,3,38.4,12.5,1,0,0,0,38.3
22,31.4,30.4,1,4,34.954714757244,11.9791666666667,1,0,0,0,34.8604166666667
22,31.4,30.4,1,5,38.4,18.75,1,0,0,0,38.3
22,31.4,30.4,1,6,34.954714757244,29.6875,1,0,0,0,34.8563829787234
22,31.4,30.4,1,7,38.4,18.2291666666667,1,0,0,0,38.3
22,31.4,30.4,1,8,34.954714757244,10.4166666666667,1,1,0,0,34.8588888888889
22,31.4,30.4,1,9,38.4,8.85416666666667,1,0,0,0,38.3
22,31.4,30.4,1,10,38.4,11.9791666666667,1,0,0,0,38.2521739130435
22,31.4,31.4,1,1,39.4,6.77083333333333,1,0,0,0,39.284375
22,31.4,31.4,1,2,33.3909869168301,3.125,1,1,0,0,33.2
22,31.4,31.4,1,3,33.3909869168301,0,1,0,0,0,33.3
22,31.4,31.4,1,4,33.3909869168301,2.08333333333333,1,0,0,0,33.2
22,31.4,31.4,1,5,39.4,11.9791666666667,1,0,0,0,39.2858695652174
22,31.4,31.4,1,6,33.3909869168301,2.08333333333333,1,1,0,0,33.2
22,31.4,31.4,1,7,39.4,6.25,1,0,0,0,39.2930232558139
22,31.4,31.4,1,8,33.3909869168301,3.125,1,0,0,0,33.2
22,31.4,31.4,1,9,39.4,9.89583333333333,1,0,0,0,39.2946808510638
22,31.4,31.4,1,10,39.4,19.2708333333333,1,1,1,0,39.1955555555555
22,31.4,32.4,1,1,35.0859355747392,1.04166666666667,1,0,0,0,35
22,31.4,32.4,1,2,35.0859355747392,4.6875,1,0,0,0,34.9
22,31.4,32.4,1,3,40.4,17.1875,1,0,0,0,40.2977777777778
22,31.4,32.4,1,4,40.4,23.4375,1,0,1,0,40.2088888888889
22,31.4,32.4,1,5,35.0859355747392,6.77083333333333,1,0,0,0,35
22,31.4,32.4,1,6,35.0859355747392,0,1,0,0,0,34.9447916666667
22,31.4,32.4,1,7,40.4,10.4166666666667,1,0,0,0,40.2914893617021
22,31.4,32.4,1,8,40.4,15.1041666666667,1,0,1,0,40.2145833333333
22,31.4,32.4,1,9,35.0859355747392,0,1,1,0,0,35
22,31.4,32.4,1,10,40.4,7.8125,1,0,0,0,40.2413043478261
22,31.4,33.4,1,1,34.5726889123849,0,1,0,0,0,34.5
22,31.4,33.4,1,2,34.5726889123849,0,1,0,0,0,34.5
22,31.4,33.4,1,3,41.4,5.72916666666667,1,0,0,0,41.2855555555556
22,31.4,33.4,1,4,34.5726889123849,2.08333333333333,1,0,0,0,34.475
22,31.4,33.4,1,5,34.5726889123849,0,1,0,0,0,34.5
22,31.4,33.4,1,6,41.4,14.0625,1,0,1,0,41.2021739130435
22,31.4,33.4,1,7,41.4,6.77083333333333,1,1,0,0,41.2869565217391
22,31.4,33.4,1,8,41.4,10.9375,1,1,1,0,41.2086956521739
22,31.4,33.4,1,9,41.4,10.9375,1,1,0,0,41.295652173913
22,31.4,33.4,1,10,34.5726889123849,4.16666666666667,1,1,0,0,34.5
25,30.9,28.9,0,1,27.9569758941838,0,1,0,0,0,27.9978260869565
25,30.9,28.9,0,2,24.9,17.1875,1,0,0,0,24.8
25,30.9,28.9,0,3,27.9569758941838,2.08333333333333,1,0,0,0,28
25,30.9,28.9,0,4,27.9569758941838,0,1,0,0,0,28
25,30.9,28.9,0,5,27.9569758941838,5.72916666666667,1,0,0,0,27.9
25,30.9,28.9,0,6,24.9,11.9791666666667,1,0,0,0,24.8
25,30.9,28.9,0,7,24.9,19.2708333333333,1,0,0,0,24.8
25,30.9,28.9,0,8,27.9569758941838,4.6875,1,0,0,0,28
25,30.9,28.9,0,9,24.9,10.9375,1,0,0,0,24.8
25,30.9,28.9,0,10,24.9,7.8125,1,0,0,0,24.8
25,30.9,29.9,0,1,29.8662835316582,0,1,0,0,0,29.9
25,30.9,29.9,0,2,25.9,15.1041666666667,1,0,0,0,25.8
25,30.9,29.9,0,3,29.8662835316582,0,1,0,0,0,29.9
25,30.9,29.9,0,4,25.9,5.72916666666667,1,0,0,0,25.8
25,30.9,29.9,0,5,29.8662835316582,0,1,0,0,0,29.9
25,30.9,29.9,0,6,25.9,4.6875,1,0,0,0,25.8
25,30.9,29.9,0,7,29.8662835316582,0,1,0,0,0,29.9
25,30.9,29.9,0,8,25.9,0,1,0,0,0,25.8
25,30.9,29.9,0,9,29.8662835316582,0,1,0,0,0,29.9
25,30.9,29.9,0,10,25.9,5.72916666666667,1,0,0,0,25.8
25,30.9,30.9,0,1,26.9,11.9791666666667,1,0,0,0,26.8
25,30.9,30.9,0,2,30.8705959434738,0,1,0,0,0,30.9
25,30.9,30.9,0,3,26.9,7.8125,1,0,0,0,26.8
25,30.9,30.9,0,4,30.8705959434738,0,1,0,0,0,30.9
25,30.9,30.9,0,5,30.8705959434738,0,1,0,0,0,30.8
25,30.9,30.9,0,6,26.9,14.0625,1,0,0,0,26.8
25,30.9,30.9,0,7,26.9,9.89583333333333,1,0,0,0,26.8
25,30.9,30.9,0,8,30.8705959434738,0,1,0,0,0,30.8
25,30.9,30.9,0,9,30.8705959434738,0,1,0,0,0,30.85
25,30.9,30.9,0,10,26.9,10.9375,1,0,0,0,26.8
25,30.9,32.9,0,1,32.8662836416765,0,1,0,0,0,32.9
25,30.9,32.9,0,2,28.9,27.0833333333333,1,0,0,0,28.8
25,30.9,32.9,0,3,32.8662836416765,0,1,0,0,0,32.9
25,30.9,32.9,0,4,28.9,6.25,1,0,0,0,28.8
25,30.9,32.9,0,5,28.9,21.3541666666667,1,0,0,0,28.8
25,30.9,32.9,0,6,28.9,9.89583333333333,1,0,0,0,28.8
25,30.9,32.9,0,7,32.8662836416765,0,1,0,0,0,32.85
25,30.9,32.9,0,8,32.8662836416765,0,1,0,0,0,32.7611111111111
25,30.9,32.9,0,9,28.9,7.8125,1,0,0,0,28.8
25,30.9,32.9,0,10,32.8662836416765,0,1,0,0,0,32.85
25,30.9,28.9,1,1,36.9,18.2291666666667,1,0,0,0,36.7766666666667
25,30.9,28.9,1,2,36.9,10.9375,1,0,1,0,36.7011111111111
25,30.9,28.9,1,3,30.8346877475348,4.16666666666667,1,1,0,0,30.7
25,30.9,28.9,1,4,36.9,6.77083333333333,1,0,0,0,36.7177777777778
25,30.9,28.9,1,5,30.8346877475348,3.64583333333333,1,1,0,0,30.7
25,30.9,28.9,1,6,30.8346877475348,1.5625,1,0,0,0,30.7
25,30.9,28.9,1,7,30.8346877475348,0,1,0,0,0,30.7
25,30.9,28.9,1,8,36.9,9.89583333333333,1,0,0,0,36.7364583333333
25,30.9,28.9,1,9,36.9,8.85416666666667,1,1,0,0,36.7863636363636
25,30.9,28.9,1,10,30.8346877475348,0,1,1,0,0,30.7
25,30.9,29.9,1,1,37.9,11.9791666666667,1,0,0,0,37.7833333333333
25,30.9,29.9,1,2,31.1974805517022,4.6875,1,1,0,0,31.1
25,30.9,29.9,1,3,37.9,11.9791666666667,1,0,0,0,37.7833333333333
25,30.9,29.9,1,4,37.9,27.6041666666667,1,1,1,0,37.7
25,30.9,29.9,1,5,31.1974805517022,0,1,0,0,0,31.1
25,30.9,29.9,1,6,37.9,5.72916666666667,1,0,0,0,37.7352272727273
25,30.9,29.9,1,7,31.1974805517022,0,1,1,0,0,31.1
25,30.9,29.9,1,8,37.9,5.72916666666667,1,0,0,0,37.7333333333333
25,30.9,29.9,1,9,31.1974805517022,0,1,1,0,0,31.1
25,30.9,29.9,1,10,31.1974805517022,5.72916666666667,1,0,0,0,31.1
25,30.9,30.9,1,1,38.9,18.2291666666667,1,0,0,0,38.7755555555556
25,30.9,30.9,1,2,38.9,13.0208333333333,1,1,1,0,38.7215909090909
25,30.9,30.9,1,3,32.2969151618355,0,1,1,0,0,32.2
25,30.9,30.9,1,4,38.9,16.1458333333333,1,0,0,0,38.7510869565217
25,30.9,30.9,1,5,38.9,6.77083333333333,1,1,0,0,38.7766666666667
25,30.9,30.9,1,6,32.2969151618355,5.72916666666667,1,1,0,0,32.2
25,30.9,30.9,1,7,32.2969151618355,0,1,0,0,0,32.2
25,30.9,30.9,1,8,38.9,6.77083333333333,1,0,0,0,38.7322222222222
25,30.9,30.9,1,9,32.2969151618355,0,1,1,0,0,32.2
25,30.9,30.9,1,10,32.2969151618355,4.6875,1,0,0,0,32.2
25,30.9,32.9,1,1,40.9,11.9791666666667,1,0,0,0,40.7744444444445
25,30.9,32.9,1,2,40.9,46.3541666666667,1,1,1,0,40.7
25,30.9,32.9,1,3,33.4149505081058,0,1,0,0,0,33.3
25,30.9,32.9,1,4,33.4149505081058,5.72916666666667,1,0,0,0,33.3
25,30.9,32.9,1,5,40.9,10.9375,1,0,0,0,40.7744444444445
25,30.9,32.9,1,6,33.4149505081058,0,1,1,0,0,33.2455555555556
25,30.9,32.9,1,7,33.4149505081058,0,1,0,0,0,33.3
25,30.9,32.9,1,8,40.9,7.8125,1,0,1,0,40.7044444444444
25,30.9,32.9,1,9,33.4149505081058,0,1,0,1,0,33.2163043478261
25,30.9,32.9,1,10,40.9,5.72916666666667,1,0,0,0,40.7326086956522
26,31.6,29.6,0,1,25.6,56.7708333333333,1,0,0,0,25.5
26,31.6,29.6,0,2,29.5844862392522,0,1,1,0,0,29.6
26,31.6,29.6,0,3,25.6,53.6458333333333,1,0,0,0,25.5
26,31.6,29.6,0,4,25.6,61.9791666666667,1,1,0,0,25.5
26,31.6,29.6,0,5,25.6,59.8958333333333,1,1,0,0,25.5
26,31.6,29.6,0,6,29.5844862392522,6.77083333333333,1,1,0,0,29.6
26,31.6,29.6,0,7,29.5844862392522,0,1,0,0,0,29.6
26,31.6,29.6,0,8,29.5844862392522,0,1,0,0,0,29.6
26,31.6,29.6,0,9,29.5844862392522,0,1,0,0,0,29.6
26,31.6,29.6,0,10,25.6,61.9791666666667,1,0,0,0,25.5
26,31.6,30.6,0,1,30.2794801719101,35.9375,1,0,0,0,30.3
26,31.6,30.6,0,2,30.2794801719101,36.9791666666667,1,0,0,0,30.3
26,31.6,30.6,0,3,26.6,61.9791666666667,1,0,0,0,26.5
26,31.6,30.6,0,4,26.6,70.3125,1,1,0,0,26.5
26,31.6,30.6,0,5,26.6,52.6041666666667,1,1,0,0,26.5
26,31.6,30.6,0,6,30.2794801719101,9.89583333333333,1,1,0,0,30.3
26,31.6,30.6,0,7,26.6,56.7708333333333,1,0,0,0,26.5144444444444
26,31.6,30.6,0,8,30.2794801719101,25,1,1,0,0,30.3
26,31.6,30.6,0,9,26.6,61.9791666666667,1,0,0,0,26.506976744186
26,31.6,30.6,0,10,30.2794801719101,26.5625,1,1,0,0,30.3
26,31.6,31.6,0,1,27.6,63.0208333333333,1,0,0,0,27.5
26,31.6,31.6,0,2,27.6,64.0625,1,1,0,0,27.5
26,31.6,31.6,0,3,31.3281882903054,0,1,1,0,0,31.3
26,31.6,31.6,0,4,31.3281882903054,6.77083333333333,1,0,0,0,31.3
26,31.6,31.6,0,5,27.6,65.1041666666667,1,0,0,0,27.5
26,31.6,31.6,0,6,31.3281882903054,3.64583333333333,1,1,0,0,31.3
26,31.6,31.6,0,7,31.3281882903054,9.89583333333333,1,0,0,0,31.3
26,31.6,31.6,0,8,31.3281882903054,23.4375,1,0,0,0,31.3
26,31.6,31.6,0,9,27.6,49.4791666666667,1,0,0,0,27.5
26,31.6,31.6,0,10,27.6,61.9791666666667,1,1,0,0,27.5
26,31.6,32.6,0,1,28.6,64.5833333333333,1,0,0,0,28.5
26,31.6,32.6,0,2,28.6,65.1041666666667,1,1,0,0,28.5
26,31.6,32.6,0,3,32.5844862392522,0,1,1,0,0,32.5
26,31.6,32.6,0,4,32.5844862392522,27.6041666666667,1,0,0,0,32.55
26,31.6,32.6,0,5,28.6,60.9375,1,0,0,0,28.5
26,31.6,32.6,0,6,32.5844862392522,0,1,1,0,0,32.6
26,31.6,32.6,0,7,32.5844862392522,13.0208333333333,1,0,0,0,32.5
26,31.6,32.6,0,8,28.6,64.0625,1,0,0,0,28.5
26,31.6,32.6,0,9,28.6,66.1458333333333,1,1,0,0,28.5022222222222
26,31.6,32.6,0,10,32.5844862392522,3.64583333333333,1,1,0,0,32.55
26,31.6,33.6,0,1,29.6,66.1458333333333,1,0,0,0,29.5188888888889
26,31.6,33.6,0,2,33.3363408239009,45.3125,1,1,0,0,33.3
26,31.6,33.6,0,3,29.6,66.1458333333333,1,0,0,0,29.5363636363636
26,31.6,33.6,0,4,29.6,70.3125,1,1,0,0,29.5
26,31.6,33.6,0,5,33.3363408239009,5.72916666666667,1,1,0,0,33.3
26,31.6,33.6,0,6,33.3363408239009,14.5833333333333,1,0,0,0,33.3
26,31.6,33.6,0,7,29.6,59.8958333333333,1,0,0,0,29.5184782608696
26,31.6,33.6,0,8,33.3363408239009,3.64583333333333,1,1,0,0,33.3
26,31.6,33.6,0,9,33.3363408239009,5.72916666666667,1,1,0,0,33.3
26,31.6,33.6,0,10,29.6,58.8541666666667,1,0,0,0,29.5
26,31.6,29.6,1,1,33.559022816408,20.3125,1,0,0,0,33.4822222222222
26,31.6,29.6,1,2,33.559022816408,42.1875,1,0,0,0,33.4044444444444
26,31.6,29.6,1,3,37.6,59.8958333333333,1,0,0,0,37.4239130434783
26,31.6,29.6,1,4,37.6,59.8958333333333,1,1,1,0,37.3877777777778
26,31.6,29.6,1,5,37.6,7.8125,1,1,0,0,37.436170212766
26,31.6,29.6,1,6,33.559022816408,11.9791666666667,1,0,0,0,33.4260869565217
26,31.6,29.6,1,7,33.559022816408,2.60416666666667,1,0,0,0,33.4625
26,31.6,29.6,1,8,37.6,52.6041666666667,1,0,1,0,37.3869565217391
26,31.6,29.6,1,9,33.559022816408,0,1,1,0,0,33.4822222222222
26,31.6,29.6,1,10,37.6,50.5208333333333,1,0,1,0,37.3943181818182
26,31.6,30.6,1,1,33.8611512885021,0,1,0,0,0,33.7909090909091
26,31.6,30.6,1,2,33.8611512885021,26.5625,1,0,0,0,33.7
26,31.6,30.6,1,3,33.8611512885021,8.85416666666667,1,0,0,0,33.7943181818182
26,31.6,30.6,1,4,38.6,64.0625,1,0,1,0,38.3977777777778
26,31.6,30.6,1,5,33.8611512885021,6.77083333333333,1,1,0,0,33.795652173913
26,31.6,30.6,1,6,38.6,59.8958333333333,1,0,1,0,38.4055555555556
26,31.6,30.6,1,7,38.6,58.8541666666667,1,0,0,0,38.4234042553191
26,31.6,30.6,1,8,38.6,64.0625,1,0,1,0,38.4032608695652
26,31.6,30.6,1,9,33.8611512885021,0,1,1,0,0,33.8
26,31.6,30.6,1,10,38.6,61.9791666666667,1,0,1,0,38.4074468085106
26,31.6,31.6,1,1,34.2804709929318,0,1,0,0,0,34.196875
26,31.6,31.6,1,2,34.2804709929318,32.8125,1,0,0,0,34.1133333333333
26,31.6,31.6,1,3,34.2804709929318,31.7708333333333,1,0,0,0,34.1613636363636
26,31.6,31.6,1,4,39.6,55.7291666666667,1,0,1,0,39.395652173913
26,31.6,31.6,1,5,34.2804709929318,6.77083333333333,1,1,0,0,34.1989361702128
26,31.6,31.6,1,6,39.6,57.8125,1,0,1,0,39.4055555555556
26,31.6,31.6,1,7,39.6,64.0625,1,1,0,0,39.4802325581395
26,31.6,31.6,1,8,39.6,54.6875,1,1,1,0,39.3988888888889
26,31.6,31.6,1,9,39.6,52.6041666666667,1,1,0,0,39.4855555555556
26,31.6,31.6,1,10,34.2804709929318,4.6875,1,1,0,0,34.1944444444444
26,31.6,32.6,1,1,40.6,51.5625,1,0,0,0,40.4922222222222
26,31.6,32.6,1,2,40.6,53.6458333333333,1,1,1,0,40.4068181818182
26,31.6,32.6,1,3,40.6,49.4791666666667,1,0,0,0,40.4988888888889
26,31.6,32.6,1,4,40.6,54.6875,1,1,1,0,40.4355555555556
26,31.6,32.6,1,5,35.8414824200904,6.77083333333333,1,1,0,0,35.7
26,31.6,32.6,1,6,35.8414824200904,9.89583333333333,1,0,0,0,35.6860465116279
26,31.6,32.6,1,7,40.6,49.4791666666667,1,0,0,0,40.4978260869565
26,31.6,32.6,1,8,35.8414824200904,4.6875,1,1,1,0,35.6477777777778
26,31.6,32.6,1,9,35.8414824200904,5.72916666666667,1,0,0,0,35.7
26,31.6,32.6,1,10,35.8414824200904,3.64583333333333,1,0,1,0,35.6155555555556
26,31.6,33.6,1,1,35.2955215361046,13.0208333333333,1,0,0,0,35.1489130434783
26,31.6,33.6,1,2,35.2955215361046,40.1041666666667,1,0,0,0,35.1521739130435
26,31.6,33.6,1,3,35.2955215361046,16.1458333333333,1,0,0,0,35.15
26,31.6,33.6,1,4,35.2955215361046,40.1041666666667,1,0,0,0,35.15
26,31.6,33.6,1,5,41.6,67.1875,1,0,0,0,41.4967391304348
26,31.6,33.6,1,6,41.6,71.3541666666667,1,1,1,0,41.4066666666667
26,31.6,33.6,1,7,41.6,63.0208333333333,1,0,0,0,41.4977272727273
26,31.6,33.6,1,8,35.2955215361046,7.29166666666667,1,0,0,0,35.2
26,31.6,33.6,1,9,41.6,52.6041666666667,1,0,0,0,41.4989130434783
26,31.6,33.6,1,10,41.6,68.2291666666667,1,1,0,0,41.4
28,32.3,32.3,0,1,28.3,52.6041666666667,1,0,0,0,28.2
28,32.3,32.3,0,2,32.1540679701327,0,1,0,0,0,32.2
28,32.3,32.3,0,3,28.3,48.4375,1,0,0,0,28.2
28,32.3,32.3,0,4,28.3,52.6041666666667,1,0,0,0,28.2
28,32.3,32.3,0,5,28.3,40.1041666666667,1,0,0,0,28.2
28,32.3,32.3,0,6,32.1540679701327,0,1,0,0,0,32.2
28,32.3,32.3,0,7,32.1540679701327,0,1,0,0,0,32.2
28,32.3,32.3,0,8,28.3,50.5208333333333,1,0,0,0,28.2
28,32.3,32.3,0,9,32.1540679701327,0,1,0,0,0,32.2
28,32.3,32.3,0,10,32.1540679701327,0,1,0,0,0,32.2
28,32.3,34.3,0,1,30.3,43.2291666666667,1,0,0,0,30.2
28,32.3,34.3,0,2,33.830141910681,3.64583333333333,1,0,0,0,33.8
28,32.3,34.3,0,3,33.830141910681,0,1,0,0,0,33.8
28,32.3,34.3,0,4,33.830141910681,4.6875,1,0,0,0,33.8
28,32.3,34.3,0,5,30.3,50,1,0,0,0,30.2
28,32.3,34.3,0,6,33.830141910681,0,1,0,0,0,33.8
28,32.3,34.3,0,7,30.3,36.9791666666667,1,0,0,0,30.2
28,32.3,34.3,0,8,30.3,68.2291666666667,1,0,0,0,30.2
28,32.3,34.3,0,9,33.830141910681,0,1,0,0,0,33.8
28,32.3,34.3,0,10,30.3,11.9791666666667,1,0,0,0,30.2
28,32.3,32.3,1,1,40.3,0,1,0,0,0,40.2
28,32.3,32.3,1,2,44.9449909648464,33.3333333333333,1,1,0,0,44.7804347826087
28,32.3,32.3,1,3,44.9449909648464,45.3125,1,1,0,0,44.7944444444445
28,32.3,32.3,1,4,40.3,40.1041666666667,1,1,0,0,40.2
28,32.3,32.3,1,5,40.3,0,1,1,0,0,40.2
28,32.3,32.3,1,6,40.3,16.1458333333333,1,1,0,0,40.2
28,32.3,32.3,1,7,44.9449909648464,3.125,1,1,0,0,44.8244444444444
28,32.3,32.3,1,8,44.9449909648464,27.6041666666667,1,1,0,0,44.7888888888889
28,32.3,32.3,1,9,44.9449909648464,16.1458333333333,1,1,0,0,44.8276595744681
28,32.3,32.3,1,10,40.3,31.7708333333333,1,1,0,0,40.2
28,32.3,34.3,1,1,41.2898276926082,0,1,0,0,0,41.1945652173913
28,32.3,34.3,1,2,42.3,8.33333333333333,1,0,0,0,42.1739583333333
28,32.3,34.3,1,3,41.2898276926082,0,1,0,0,0,41.1977777777778
28,32.3,34.3,1,4,42.3,2.08333333333333,1,1,0,0,42.1877777777778
28,32.3,34.3,1,5,42.3,0,1,0,0,0,42.1966666666667
28,32.3,34.3,1,6,42.3,6.77083333333333,1,1,0,0,42.1869565217391
28,32.3,34.3,1,7,41.2898276926082,7.29166666666667,1,1,0,0,41.2
28,32.3,34.3,1,8,41.2898276926082,0,1,0,0,0,41.1988888888889
28,32.3,34.3,1,9,41.2898276926082,4.6875,1,0,0,0,41.1936170212766
28,32.3,34.3,1,10,42.3,0,1,0,0,0,42.1904255319149
29,32.5,30.5,0,1,26.5,28.125,1,0,0,0,26.4
29,32.5,30.5,0,2,26.5,36.9791666666667,1,0,0,0,26.4
29,32.5,30.5,0,3,26.5,17.7083333333333,1,0,0,0,26.4
29,32.5,30.5,0,4,29.4919205597413,3.64583333333333,1,0,0,0,29.4585106382979
29,32.5,30.5,0,5,29.4919205597413,1.04166666666667,1,0,0,0,29.5
29,32.5,30.5,0,6,26.5,14.0625,1,0,0,0,26.4
29,32.5,30.5,0,7,29.4919205597413,3.125,1,0,0,0,29.5
29,32.5,30.5,0,8,29.4919205597413,1.5625,1,0,0,0,29.5
29,32.5,30.5,0,9,26.5,18.2291666666667,1,0,0,0,26.4
29,32.5,30.5,0,10,29.4919205597413,2.08333333333333,1,0,0,0,29.4108695652174
29,32.5,31.5,0,1,27.5,41.1458333333333,1,0,0,0,27.4
29,32.5,31.5,0,2,27.5,45.8333333333333,1,0,0,0,27.4
29,32.5,31.5,0,3,31.2358341160353,1.5625,1,0,0,0,31.2
29,32.5,31.5,0,4,27.5,19.7916666666667,1,0,0,0,27.4
29,32.5,31.5,0,5,31.2358341160353,2.60416666666667,1,0,0,0,31.2
29,32.5,31.5,0,6,31.2358341160353,0.520833333333333,1,0,0,0,31.2
29,32.5,31.5,0,7,27.5,20.3125,1,0,0,0,27.4
29,32.5,31.5,0,8,27.5,27.0833333333333,1,0,0,0,27.4
29,32.5,31.5,0,9,31.2358341160353,1.04166666666667,1,0,0,0,31.2
29,32.5,31.5,0,10,31.2358341160353,0,1,0,0,0,31.2
29,32.5,33.5,0,1,29.5,33.3333333333333,1,0,0,0,29.4
29,32.5,33.5,0,2,29.5,40.625,1,1,0,0,29.4
29,32.5,33.5,0,3,32.879463041493,4.16666666666667,1,1,0,0,32.9
29,32.5,33.5,0,4,32.879463041493,1.5625,1,0,0,0,32.9
29,32.5,33.5,0,5,32.879463041493,5.72916666666667,1,0,0,0,32.9
29,32.5,33.5,0,6,32.879463041493,3.64583333333333,1,0,0,0,32.9
29,32.5,33.5,0,7,32.879463041493,7.29166666666667,1,0,0,0,32.9
29,32.5,33.5,0,8,29.5,15.1041666666667,1,0,0,0,29.4
29,32.5,33.5,0,9,29.5,43.2291666666667,1,1,0,0,29.4
29,32.5,33.5,0,10,29.5,32.8125,1,1,0,0,29.4
29,32.5,34.5,0,1,30.5,45.8333333333333,1,0,0,0,30.4
29,32.5,34.5,0,2,33.9751090368999,3.64583333333333,1,1,0,0,34
29,32.5,34.5,0,3,33.9751090368999,2.60416666666667,1,0,0,0,34
29,32.5,34.5,0,4,33.9751090368999,1.5625,1,0,0,0,34
29,32.5,34.5,0,5,33.9751090368999,2.60416666666667,0,0,0,0,34
29,32.5,34.5,0,6,30.5,32.8125,1,0,0,0,30.4
29,32.5,34.5,0,7,30.5,49.4791666666667,1,1,0,0,30.4
29,32.5,34.5,0,8,33.9751090368999,1.04166666666667,1,1,0,0,34
29,32.5,34.5,0,9,30.5,28.6458333333333,1,0,0,0,30.4
29,32.5,34.5,0,10,30.5,45.3125,1,1,0,0,30.4
29,32.5,30.5,1,1,38.5,7.8125,1,0,0,0,38.4
29,32.5,30.5,1,2,33.3898618470923,1.5625,1,0,0,0,33.2829545454546
29,32.5,30.5,1,3,38.5,11.4583333333333,1,0,0,0,38.4
29,32.5,30.5,1,4,38.5,23.9583333333333,1,0,0,0,38.3723404255319
29,32.5,30.5,1,5,33.3898618470923,7.8125,1,0,0,0,33.3
29,32.5,30.5,1,6,33.3898618470923,2.08333333333333,1,0,0,0,33.3
